season_player_id,season_code,player_id,player,team_id,games_played,games_started,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,plus_minus,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game,plus_minus_per_game
E2017_P003733_PAM,E2017,P003733,"ABALDE, ALBERTO",PAM,25.0,9.0,478.5,190,43,89,28,54,20,23,12,40,52,42,8,32,0,5,44,36,172,-22,19.14,7.6,1.72,3.56,0.483,1.12,2.16,0.519,0.8,0.92,0.87,0.48,1.6,2.08,1.68,0.32,1.28,0.0,0.2,1.76,1.44,6.88,-0.88
E2019_P003733_PAM,E2019,P003733,"ABALDE, ALBERTO",PAM,23.0,4.0,499.3,179,49,97,15,53,36,49,32,60,92,38,11,19,0,8,29,40,205,12,21.71,7.78,2.13,4.22,0.505,0.65,2.3,0.283,1.57,2.13,0.735,1.39,2.61,4.0,1.65,0.48,0.83,0.0,0.35,1.26,1.74,8.91,0.52
E2020_P003733_MAD,E2020,P003733,"ABALDE, ALBERTO",MAD,39.0,23.0,761.2,281,47,100,50,115,37,44,11,93,104,91,21,38,0,6,60,57,325,41,19.52,7.21,1.21,2.56,0.47,1.28,2.95,0.435,0.95,1.13,0.841,0.28,2.38,2.67,2.33,0.54,0.97,0.0,0.15,1.54,1.46,8.33,1.05
E2021_P003733_MAD,E2021,P003733,"ABALDE, ALBERTO",MAD,30.0,19.0,563.4,179,40,90,25,74,24,32,20,69,89,44,14,33,0,2,56,35,163,65,18.78,5.97,1.33,3.0,0.444,0.83,2.47,0.338,0.8,1.07,0.75,0.67,2.3,2.97,1.47,0.47,1.1,0.0,0.07,1.87,1.17,5.43,2.17
E2022_P003733_MAD,E2022,P003733,"ABALDE, ALBERTO",MAD,25.0,10.0,345.0,63,10,27,9,36,16,24,10,40,50,38,7,14,0,2,41,20,69,41,13.8,2.52,0.4,1.08,0.37,0.36,1.44,0.25,0.64,0.96,0.667,0.4,1.6,2.0,1.52,0.28,0.56,0.0,0.08,1.64,0.8,2.76,1.64
E2023_P003733_MAD,E2023,P003733,"ABALDE, ALBERTO",MAD,24.0,9.0,308.0,86,11,22,19,46,7,8,6,39,45,16,10,5,1,2,25,10,97,46,12.83,3.58,0.46,0.92,0.5,0.79,1.92,0.413,0.29,0.33,0.875,0.25,1.62,1.88,0.67,0.42,0.21,0.04,0.08,1.04,0.42,4.04,1.92
E2024_P003733_MAD,E2024,P003733,"ABALDE, ALBERTO",MAD,8.0,5.0,117.2,49,10,18,8,19,5,5,1,12,13,7,1,5,0,0,13,4,37,14,14.65,6.12,1.25,2.25,0.556,1.0,2.38,0.421,0.62,0.62,1.0,0.12,1.5,1.62,0.88,0.12,0.62,0.0,0.0,1.62,0.5,4.62,1.75
E2011_P003527_CTU,E2011,P003527,"ABASS, AWUDU",CTU,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2012_P003527_CTU,E2012,P003527,"ABASS, AWUDU",CTU,2.0,0.0,36.8,7,2,7,1,5,0,0,6,6,12,0,2,0,0,1,2,0,9,-15,18.38,3.5,1.0,3.5,0.286,0.5,2.5,0.2,0.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,4.5,-7.5
E2016_P003527_MIL,E2016,P003527,"ABASS, AWUDU",MIL,23.0,11.0,369.5,105,18,43,16,38,21,25,17,27,44,12,9,15,6,3,45,23,85,-85,16.07,4.57,0.78,1.87,0.419,0.7,1.65,0.421,0.91,1.09,0.84,0.74,1.17,1.91,0.52,0.39,0.65,0.26,0.13,1.96,1.0,3.7,-3.7
E2017_P003527_MIL,E2017,P003527,"ABASS, AWUDU",MIL,10.0,0.0,47.6,9,2,7,1,8,2,3,5,6,11,2,5,2,0,1,5,1,7,1,4.76,0.9,0.2,0.7,0.286,0.1,0.8,0.125,0.2,0.3,0.667,0.5,0.6,1.1,0.2,0.5,0.2,0.0,0.1,0.5,0.1,0.7,0.1
E2022_P003527_VIR,E2022,P003527,"ABASS, AWUDU",VIR,7.0,3.0,117.1,47,8,14,10,17,1,1,1,6,7,5,4,5,2,0,9,2,40,-6,16.73,6.71,1.14,2.0,0.571,1.43,2.43,0.588,0.14,0.14,1.0,0.14,0.86,1.0,0.71,0.57,0.71,0.29,0.0,1.29,0.29,5.71,-0.86
E2023_P003527_VIR,E2023,P003527,"ABASS, AWUDU",VIR,31.0,2.0,398.6,136,25,43,25,79,11,13,18,34,52,13,12,6,3,4,33,11,110,-89,12.86,4.39,0.81,1.39,0.581,0.81,2.55,0.316,0.35,0.42,0.846,0.58,1.1,1.68,0.42,0.39,0.19,0.1,0.13,1.06,0.35,3.55,-2.87
E2010_P002414_PAM,E2010,P002414,"ABIA, LARRY",PAM,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2007_PAWH_IST,E2007,PAWH,"ABI, MUSTAFA",IST,15.0,5.0,185.7,22,4,10,3,5,5,8,0,12,12,4,3,7,1,1,23,10,10,-22,12.38,1.47,0.27,0.67,0.4,0.2,0.33,0.6,0.33,0.53,0.625,0.0,0.8,0.8,0.27,0.2,0.47,0.07,0.07,1.53,0.67,0.67,-1.47
E2008_PAWH_IST,E2008,PAWH,"ABI, MUSTAFA",IST,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2022_P012298_OLY,E2022,P012298,"ABOSI, VENIAMIN",OLY,1.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
E2023_P012298_OLY,E2023,P012298,"ABOSI, VENIAMIN",OLY,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2008_PLNW_NAN,E2008,PLNW,"ABOUBAKAR ZAKI, AMADOU",NAN,10.0,1.0,87.4,13,5,11,0,1,3,9,6,14,20,2,1,4,5,1,13,8,18,-53,8.75,1.3,0.5,1.1,0.455,0.0,0.1,0.0,0.3,0.9,0.333,0.6,1.4,2.0,0.2,0.1,0.4,0.5,0.1,1.3,0.8,1.8,-5.3
E2012_P004191_CHL,E2012,P004191,"ABOUDOU, JORDAN",CHL,10.0,1.0,123.1,37,14,22,2,11,3,5,10,10,20,2,6,6,3,1,18,9,33,-26,12.31,3.7,1.4,2.2,0.636,0.2,1.1,0.182,0.3,0.5,0.6,1.0,1.0,2.0,0.2,0.6,0.6,0.3,0.1,1.8,0.9,3.3,-2.6
E2011_P003478_MAL,E2011,P003478,"ABRINES, ALEX",MAL,6.0,1.0,70.5,15,3,8,2,15,3,4,3,4,7,3,2,4,2,1,6,6,5,-37,11.75,2.5,0.5,1.33,0.375,0.33,2.5,0.133,0.5,0.67,0.75,0.5,0.67,1.17,0.5,0.33,0.67,0.33,0.17,1.0,1.0,0.83,-6.17
E2012_P003478_BAR,E2012,P003478,"ABRINES, ALEX",BAR,15.0,2.0,169.5,77,14,22,11,34,16,16,4,12,16,5,6,8,1,1,20,15,60,56,11.3,5.13,0.93,1.47,0.636,0.73,2.27,0.324,1.07,1.07,1.0,0.27,0.8,1.07,0.33,0.4,0.53,0.07,0.07,1.33,1.0,4.0,3.73
E2013_P003478_BAR,E2013,P003478,"ABRINES, ALEX",BAR,28.0,4.0,466.1,187,37,65,31,84,20,26,13,24,37,19,11,23,4,4,52,34,126,96,16.65,6.68,1.32,2.32,0.569,1.11,3.0,0.369,0.71,0.93,0.769,0.46,0.86,1.32,0.68,0.39,0.82,0.14,0.14,1.86,1.21,4.5,3.43
E2014_P003478_BAR,E2014,P003478,"ABRINES, ALEX",BAR,23.0,3.0,417.1,174,30,46,29,85,27,35,8,27,35,31,15,14,4,2,50,40,153,130,18.14,7.57,1.3,2.0,0.652,1.26,3.7,0.341,1.17,1.52,0.771,0.35,1.17,1.52,1.35,0.65,0.61,0.17,0.09,2.17,1.74,6.65,5.65
E2015_P003478_BAR,E2015,P003478,"ABRINES, ALEX",BAR,25.0,2.0,480.5,232,36,66,40,96,40,48,15,39,54,21,14,12,3,5,40,46,219,136,19.22,9.28,1.44,2.64,0.545,1.6,3.84,0.417,1.6,1.92,0.833,0.6,1.56,2.16,0.84,0.56,0.48,0.12,0.2,1.6,1.84,8.76,5.44
E2019_P003478_BAR,E2019,P003478,"ABRINES, ALEX",BAR,25.0,3.0,370.5,130,15,32,30,65,10,12,13,39,52,10,14,6,2,2,44,20,122,90,14.82,5.2,0.6,1.28,0.469,1.2,2.6,0.462,0.4,0.48,0.833,0.52,1.56,2.08,0.4,0.56,0.24,0.08,0.08,1.76,0.8,4.88,3.6
E2020_P003478_BAR,E2020,P003478,"ABRINES, ALEX",BAR,39.0,33.0,728.4,237,22,50,55,130,28,31,22,50,72,26,22,13,8,7,96,39,182,175,18.68,6.08,0.56,1.28,0.44,1.41,3.33,0.423,0.72,0.79,0.903,0.56,1.28,1.85,0.67,0.56,0.33,0.21,0.18,2.46,1.0,4.67,4.49
E2021_P003478_BAR,E2021,P003478,"ABRINES, ALEX",BAR,13.0,5.0,189.8,91,8,17,23,45,6,6,5,17,22,2,4,6,2,3,23,7,65,-12,14.6,7.0,0.62,1.31,0.471,1.77,3.46,0.511,0.46,0.46,1.0,0.38,1.31,1.69,0.15,0.31,0.46,0.15,0.23,1.77,0.54,5.0,-0.92
E2022_P003478_BAR,E2022,P003478,"ABRINES, ALEX",BAR,35.0,10.0,615.2,260,18,46,65,136,29,34,19,52,71,33,20,20,4,2,85,46,223,110,17.58,7.43,0.51,1.31,0.391,1.86,3.89,0.478,0.83,0.97,0.853,0.54,1.49,2.03,0.94,0.57,0.57,0.11,0.06,2.43,1.31,6.37,3.14
E2023_P003478_BAR,E2023,P003478,"ABRINES, ALEX",BAR,27.0,3.0,467.6,187,20,32,43,96,18,21,16,38,54,13,13,18,8,0,57,46,178,35,17.32,6.93,0.74,1.19,0.625,1.59,3.56,0.448,0.67,0.78,0.857,0.59,1.41,2.0,0.48,0.48,0.67,0.3,0.0,2.11,1.7,6.59,1.3
E2024_P003478_BAR,E2024,P003478,"ABRINES, ALEX",BAR,8.0,5.0,139.1,37,1,4,10,27,5,5,8,11,19,5,3,2,2,0,14,7,37,59,17.39,4.62,0.12,0.5,0.25,1.25,3.38,0.37,0.62,0.62,1.0,1.0,1.38,2.38,0.62,0.38,0.25,0.25,0.0,1.75,0.88,4.62,7.38
E2013_P005199_STR,E2013,P005199,"ABROMAITIS, TIM",STR,10.0,5.0,184.7,75,22,38,8,24,7,12,15,17,32,8,5,10,2,3,21,17,68,-32,18.47,7.5,2.2,3.8,0.579,0.8,2.4,0.333,0.7,1.2,0.583,1.5,1.7,3.2,0.8,0.5,1.0,0.2,0.3,2.1,1.7,6.8,-3.2
E2019_P005199_DYR,E2019,P005199,"ABROMAITIS, TIM",DYR,27.0,8.0,490.2,202,40,70,31,76,29,37,26,75,101,26,13,12,8,6,51,46,244,-43,18.16,7.48,1.48,2.59,0.571,1.15,2.81,0.408,1.07,1.37,0.784,0.96,2.78,3.74,0.96,0.48,0.44,0.3,0.22,1.89,1.7,9.04,-1.59
E2011_PAWM_GAL,E2011,PAWM,"AÇIK, TUTKU",GAL,10.0,0.0,133.3,36,9,16,5,17,3,4,1,9,10,19,7,17,1,0,12,8,32,-2,13.33,3.6,0.9,1.6,0.562,0.5,1.7,0.294,0.3,0.4,0.75,0.1,0.9,1.0,1.9,0.7,1.7,0.1,0.0,1.2,0.8,3.2,-0.2
E2012_PAWM_BES,E2012,PAWM,"AÇIK, TUTKU",BES,14.0,0.0,208.5,57,10,22,8,23,13,17,0,9,9,28,2,19,0,1,25,24,44,-16,14.89,4.07,0.71,1.57,0.455,0.57,1.64,0.348,0.93,1.21,0.765,0.0,0.64,0.64,2.0,0.14,1.36,0.0,0.07,1.79,1.71,3.14,-1.14
E2007_PLGC_BAR,E2007,PLGC,"ACKER, ALEX",BAR,22.0,17.0,376.5,121,31,65,12,43,23,28,9,33,42,15,16,25,4,8,25,33,103,-28,17.11,5.5,1.41,2.95,0.477,0.55,1.95,0.279,1.05,1.27,0.821,0.41,1.5,1.91,0.68,0.73,1.14,0.18,0.36,1.14,1.5,4.68,-1.27
E2009_PLGC_MIL,E2009,PLGC,"ACKER, ALEX",MIL,4.0,4.0,119.7,35,13,24,2,9,3,8,5,6,11,6,6,9,1,3,8,5,21,-6,29.93,8.75,3.25,6.0,0.542,0.5,2.25,0.222,0.75,2.0,0.375,1.25,1.5,2.75,1.5,1.5,2.25,0.25,0.75,2.0,1.25,5.25,-1.5
E2012_PLGC_SOP,E2012,PLGC,"ACKER, ALEX",SOP,9.0,7.0,203.2,57,12,40,8,21,9,11,3,21,24,6,3,16,1,3,23,16,22,-84,22.57,6.33,1.33,4.44,0.3,0.89,2.33,0.381,1.0,1.22,0.818,0.33,2.33,2.67,0.67,0.33,1.78,0.11,0.33,2.56,1.78,2.44,-9.33
E2019_P009847_TEL,E2019,P009847,"ACY, QUINCY",TEL,27.0,19.0,525.7,130,30,51,18,69,16,20,26,69,95,19,16,33,22,4,58,25,136,69,19.47,4.81,1.11,1.89,0.588,0.67,2.56,0.261,0.59,0.74,0.8,0.96,2.56,3.52,0.7,0.59,1.22,0.81,0.15,2.15,0.93,5.04,2.56
E2021_P009847_OLY,E2021,P009847,"ACY, QUINCY",OLY,4.0,0.0,10.1,3,0,1,1,2,0,0,0,2,2,0,0,1,0,0,5,2,-1,-9,2.53,0.75,0.0,0.25,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.0,0.0,1.25,0.5,-0.25,-2.25
E2014_P005795_BAS,E2014,P005795,"ADAMS, DARIUS",BAS,14.0,10.0,325.8,171,31,65,30,72,19,22,7,26,33,39,15,42,1,5,27,37,143,-19,23.27,12.21,2.21,4.64,0.477,2.14,5.14,0.417,1.36,1.57,0.864,0.5,1.86,2.36,2.79,1.07,3.0,0.07,0.36,1.93,2.64,10.21,-1.36
E2015_P005795_BAS,E2015,P005795,"ADAMS, DARIUS",BAS,29.0,29.0,730.5,383,65,135,70,207,43,52,4,59,63,117,38,73,3,16,48,96,347,50,25.19,13.21,2.24,4.66,0.481,2.41,7.14,0.338,1.48,1.79,0.827,0.14,2.03,2.17,4.03,1.31,2.52,0.1,0.55,1.66,3.31,11.97,1.72
E2022_P012056_TEL,E2022,P012056,"ADAMS, JALEN",TEL,23.0,8.0,364.5,154,36,76,20,56,22,26,8,24,32,31,13,23,2,7,41,26,107,-43,15.85,6.7,1.57,3.3,0.474,0.87,2.43,0.357,0.96,1.13,0.846,0.35,1.04,1.39,1.35,0.57,1.0,0.09,0.3,1.78,1.13,4.65,-1.87
E2022_P011963_RED,E2022,P011963,"ADAMS, JAYLEN",RED,3.0,2.0,58.4,17,3,11,2,9,5,5,0,6,6,8,2,4,1,2,10,3,6,-6,19.46,5.67,1.0,3.67,0.273,0.67,3.0,0.222,1.67,1.67,1.0,0.0,2.0,2.0,2.67,0.67,1.33,0.33,0.67,3.33,1.0,2.0,-2.0
E2017_P007872_IST,E2017,P007872,"ADAMS, JOSH",IST,16.0,8.0,268.1,112,21,37,15,39,25,30,5,20,25,32,7,18,2,4,36,30,105,-77,16.75,7.0,1.31,2.31,0.568,0.94,2.44,0.385,1.56,1.88,0.833,0.31,1.25,1.56,2.0,0.44,1.12,0.12,0.25,2.25,1.88,6.56,-4.81
E2012_P002532_CHL,E2012,P002532,"ADJAGBA, ULYSSE",CHL,2.0,0.0,6.3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-1,-2,3.14,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,-1.0
E2007_PJIX_ARI,E2007,PJIX,"AGADAKOS, LAZAROS",ARI,17.0,1.0,188.6,45,17,35,1,4,8,16,11,16,27,2,5,15,3,1,28,15,24,-35,11.09,2.65,1.0,2.06,0.486,0.06,0.24,0.25,0.47,0.94,0.5,0.65,0.94,1.59,0.12,0.29,0.88,0.18,0.06,1.65,0.88,1.41,-2.06
E2013_P004429_OLY,E2013,P004429,"AGRAVANIS, DIMITRIS",OLY,8.0,4.0,58.2,4,1,5,0,8,2,2,2,10,12,2,2,2,2,1,19,4,-8,20,7.27,0.5,0.12,0.62,0.2,0.0,1.0,0.0,0.25,0.25,1.0,0.25,1.25,1.5,0.25,0.25,0.25,0.25,0.12,2.38,0.5,-1.0,2.5
E2014_P004429_OLY,E2014,P004429,"AGRAVANIS, DIMITRIS",OLY,20.0,2.0,249.8,81,26,46,8,34,5,12,18,36,54,8,5,5,7,3,55,15,54,17,12.49,4.05,1.3,2.3,0.565,0.4,1.7,0.235,0.25,0.6,0.417,0.9,1.8,2.7,0.4,0.25,0.25,0.35,0.15,2.75,0.75,2.7,0.85
E2015_P004429_OLY,E2015,P004429,"AGRAVANIS, DIMITRIS",OLY,17.0,3.0,208.9,62,16,35,6,24,12,18,15,23,38,7,5,11,7,1,29,18,53,-12,12.29,3.65,0.94,2.06,0.457,0.35,1.41,0.25,0.71,1.06,0.667,0.88,1.35,2.24,0.41,0.29,0.65,0.41,0.06,1.71,1.06,3.12,-0.71
E2016_P004429_OLY,E2016,P004429,"AGRAVANIS, DIMITRIS",OLY,25.0,3.0,281.0,91,19,40,11,48,20,25,23,38,61,4,11,7,4,6,43,26,78,-4,11.24,3.64,0.76,1.6,0.475,0.44,1.92,0.229,0.8,1.0,0.8,0.92,1.52,2.44,0.16,0.44,0.28,0.16,0.24,1.72,1.04,3.12,-0.16
E2017_P004429_OLY,E2017,P004429,"AGRAVANIS, DIMITRIS",OLY,8.0,0.0,90.8,28,6,13,3,15,7,10,4,19,23,1,1,4,0,2,15,9,19,-2,11.34,3.5,0.75,1.62,0.462,0.38,1.88,0.2,0.88,1.25,0.7,0.5,2.38,2.88,0.12,0.12,0.5,0.0,0.25,1.88,1.12,2.38,-0.25
E2018_P004429_OLY,E2018,P004429,"AGRAVANIS, DIMITRIS",OLY,1.0,0.0,5.2,3,1,1,0,1,1,2,0,0,0,0,2,0,1,0,2,1,3,0,5.25,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0
E2022_P004429_PAN,E2022,P004429,"AGRAVANIS, DIMITRIS",PAN,4.0,0.0,34.7,3,1,9,0,4,1,2,4,6,10,0,3,1,1,0,12,3,-6,-4,8.67,0.75,0.25,2.25,0.111,0.0,1.0,0.0,0.25,0.5,0.5,1.0,1.5,2.5,0.0,0.75,0.25,0.25,0.0,3.0,0.75,-1.5,-1.0
E2007_PKSF_MAD,E2007,PKSF,"AGUILAR, PABLO",MAD,4.0,0.0,13.1,9,2,3,1,1,2,2,1,4,5,0,1,0,1,0,1,1,15,7,3.28,2.25,0.5,0.75,0.667,0.25,0.25,1.0,0.5,0.5,1.0,0.25,1.0,1.25,0.0,0.25,0.0,0.25,0.0,0.25,0.25,3.75,1.75
E2014_PKSF_PAM,E2014,PKSF,"AGUILAR, PABLO",PAM,10.0,1.0,99.3,37,10,12,5,19,2,4,8,15,23,4,4,3,4,0,7,3,47,-7,9.93,3.7,1.0,1.2,0.833,0.5,1.9,0.263,0.2,0.4,0.5,0.8,1.5,2.3,0.4,0.4,0.3,0.4,0.0,0.7,0.3,4.7,-0.7
E2013_P005171_NIK,E2013,P005171,"AHEARN, BLAKE",NIK,9.0,4.0,201.6,86,14,36,13,36,19,21,2,13,15,14,0,15,1,3,23,25,53,-91,22.4,9.56,1.56,4.0,0.389,1.44,4.0,0.361,2.11,2.33,0.905,0.22,1.44,1.67,1.56,0.0,1.67,0.11,0.33,2.56,2.78,5.89,-10.11
E2013_PLHF_STR,E2013,PLHF,"AJINCA, ALEXIS",STR,9.0,9.0,230.3,154,63,113,0,1,28,37,15,34,49,15,8,20,8,4,32,37,155,-88,25.59,17.11,7.0,12.56,0.558,0.0,0.11,0.0,3.11,4.11,0.757,1.67,3.78,5.44,1.67,0.89,2.22,0.89,0.44,3.56,4.11,17.22,-9.78
E2024_P010316_ASV,E2024,P010316,"AJINCA, MELVIN",ASV,4.0,1.0,53.2,11,1,2,3,13,0,0,2,7,9,1,1,3,0,2,7,0,-1,-22,13.3,2.75,0.25,0.5,0.5,0.75,3.25,0.231,0.0,0.0,0.0,0.5,1.75,2.25,0.25,0.25,0.75,0.0,0.5,1.75,0.0,-0.25,-5.5
E2018_P007647_DAR,E2018,P007647,"AKAY, MERT",DAR,7.0,1.0,76.2,21,5,9,2,8,5,9,3,5,8,11,3,8,0,1,17,6,9,-3,10.88,3.0,0.71,1.29,0.556,0.29,1.14,0.25,0.71,1.29,0.556,0.43,0.71,1.14,1.57,0.43,1.14,0.0,0.14,2.43,0.86,1.29,-0.43
E2024_P011816_VIR,E2024,P011816,"AKELE, NICOLA",VIR,3.0,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,-5,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,-0.67,-1.67
E2010_P000728_SIE,E2010,P000728,"AKINDELE, JELEEL",SIE,6.0,0.0,47.9,20,5,12,0,0,10,14,5,9,14,0,0,5,3,1,8,13,25,-27,7.99,3.33,0.83,2.0,0.417,0.0,0.0,0.0,1.67,2.33,0.714,0.83,1.5,2.33,0.0,0.0,0.83,0.5,0.17,1.33,2.17,4.17,-4.5
E2012_PJVE_BES,E2012,PJVE,"AKIN, FIKRET CAN",BES,17.0,5.0,269.4,54,12,39,7,31,9,9,5,11,16,22,5,15,1,2,29,16,17,-90,15.85,3.18,0.71,2.29,0.308,0.41,1.82,0.226,0.53,0.53,1.0,0.29,0.65,0.94,1.29,0.29,0.88,0.06,0.12,1.71,0.94,1.0,-5.29
E2008_P000645_NAN,E2008,P000645,"AKINGBALA, AKIN",NAN,2.0,0.0,36.2,16,7,11,0,0,2,5,3,5,8,0,1,0,3,1,4,6,22,-10,18.11,8.0,3.5,5.5,0.636,0.0,0.0,0.0,1.0,2.5,0.4,1.5,2.5,4.0,0.0,0.5,0.0,1.5,0.5,2.0,3.0,11.0,-5.0
E2011_P000645_NAN,E2011,P000645,"AKINGBALA, AKIN",NAN,8.0,8.0,237.1,96,41,71,0,1,14,32,22,33,55,4,10,16,8,2,15,36,127,-61,29.64,12.0,5.12,8.88,0.577,0.0,0.12,0.0,1.75,4.0,0.438,2.75,4.12,6.88,0.5,1.25,2.0,1.0,0.25,1.88,4.5,15.88,-7.62
E2016_P007394_BAS,E2016,P007394,"AKOGNON, JOSH",BAS,5.0,1.0,59.6,19,5,7,3,14,0,0,1,2,3,6,2,3,0,0,11,2,5,14,11.92,3.8,1.0,1.4,0.714,0.6,2.8,0.214,0.0,0.0,0.0,0.2,0.4,0.6,1.2,0.4,0.6,0.0,0.0,2.2,0.4,1.0,2.8
E2014_P004056_BER,E2014,P004056,"AKPINAR, ISMET",BER,5.0,0.0,28.3,8,1,3,2,4,0,0,0,2,2,3,2,4,0,1,5,1,2,-20,5.65,1.6,0.2,0.6,0.333,0.4,0.8,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.8,0.0,0.2,1.0,0.2,0.4,-4.0
E2021_P004056_ULK,E2021,P004056,"AKPINAR, ISMET",ULK,14.0,3.0,163.4,67,6,14,15,36,10,11,0,10,10,13,2,8,1,3,36,23,39,28,11.67,4.79,0.43,1.0,0.429,1.07,2.57,0.417,0.71,0.79,0.909,0.0,0.71,0.71,0.93,0.14,0.57,0.07,0.21,2.57,1.64,2.79,2.0
E2022_P004056_ULK,E2022,P004056,"AKPINAR, ISMET",ULK,5.0,1.0,31.8,16,2,2,4,6,0,0,0,2,2,2,1,4,0,0,10,2,7,-29,6.35,3.2,0.4,0.4,1.0,0.8,1.2,0.667,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.2,0.8,0.0,0.0,2.0,0.4,1.4,-5.8
E2007_PBXK_IST,E2007,PBXK,"AKYOL, CENK",IST,1.0,0.0,2.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,2.13,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0
E2008_PBXK_IST,E2008,PBXK,"AKYOL, CENK",IST,7.0,1.0,62.5,22,5,7,3,13,3,4,2,1,3,2,3,3,0,0,7,7,14,-5,8.92,3.14,0.71,1.0,0.714,0.43,1.86,0.231,0.43,0.57,0.75,0.29,0.14,0.43,0.29,0.43,0.43,0.0,0.0,1.0,1.0,2.0,-0.71
E2010_PBXK_IST,E2010,PBXK,"AKYOL, CENK",IST,4.0,0.0,12.5,4,2,2,0,2,0,1,0,0,0,2,0,0,0,0,3,1,1,-6,3.12,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.25,0.25,-1.5
E2011_PBXK_IST,E2011,PBXK,"AKYOL, CENK",IST,16.0,0.0,236.0,75,7,24,16,43,13,20,5,27,32,8,9,4,1,0,34,22,58,-27,14.75,4.69,0.44,1.5,0.292,1.0,2.69,0.372,0.81,1.25,0.65,0.31,1.69,2.0,0.5,0.56,0.25,0.06,0.0,2.12,1.38,3.62,-1.69
E2013_PBXK_GAL,E2013,PBXK,"AKYOL, CENK",GAL,20.0,6.0,292.0,100,9,30,24,53,10,12,8,24,32,8,9,8,1,0,33,19,76,-25,14.6,5.0,0.45,1.5,0.3,1.2,2.65,0.453,0.5,0.6,0.833,0.4,1.2,1.6,0.4,0.45,0.4,0.05,0.0,1.65,0.95,3.8,-1.25
E2020_P006785_TEL,E2020,P006785,"ALBER, EIDAN",TEL,1.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
